2023-10-01 13:29:48,639.BBQ_Temp_Producer.INFO ==================================================
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Today is 2023-10-01 at 01:29 PM
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Running on: nt Windows 10
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Python version:  3.11.3
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO Python path: C:\Users\wadej\OneDrive\Documents\streaming-05-smart-smoker\.venv
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO Working dir: C:\Users\wadej\OneDrive\Documents\streaming-05-smart-smoker
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO ==================================================
2023-10-01 13:31:04,218.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:37:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:04,219.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:37:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:06,220.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:38:10', '114.2') to Smoker_Temp_Queue
2023-10-01 13:31:06,221.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:38:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:06,221.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:38:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:08,222.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:38:15', '114.2') to Smoker_Temp_Queue
2023-10-01 13:31:08,223.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:38:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:08,223.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:38:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:10,225.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:39:10', '115.5') to Smoker_Temp_Queue
2023-10-01 13:31:10,225.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:39:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:10,226.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:39:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:12,228.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:39:15', '115.5') to Smoker_Temp_Queue
2023-10-01 13:31:12,229.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:39:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:12,229.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:39:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:14,230.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:40:10', '112.6') to Smoker_Temp_Queue
2023-10-01 13:31:14,231.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:40:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:14,232.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:40:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:16,233.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:40:15', '112.6') to Smoker_Temp_Queue
2023-10-01 13:31:16,233.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:40:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:16,234.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:40:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:18,236.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:41:10', '118.8') to Smoker_Temp_Queue
2023-10-01 13:31:18,237.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:41:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:18,238.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:41:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:20,239.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:41:15', '118.8') to Smoker_Temp_Queue
2023-10-01 13:31:20,240.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:41:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:20,240.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:41:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:22,241.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:42:10', '113.2') to Smoker_Temp_Queue
2023-10-01 13:31:22,242.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:42:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:22,243.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:42:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:24,245.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:42:15', '113.2') to Smoker_Temp_Queue
2023-10-01 13:31:24,246.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:42:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:24,247.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:42:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:26,249.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:43:10', '126.7') to Smoker_Temp_Queue
2023-10-01 13:31:26,250.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:43:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:26,250.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:43:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:28,252.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:43:15', '126.7') to Smoker_Temp_Queue
2023-10-01 13:31:28,253.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:43:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:28,253.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:43:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:30,254.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:44:10', '130.0') to Smoker_Temp_Queue
2023-10-01 13:31:30,255.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:44:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:30,255.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:44:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:32,257.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:44:15', '130.0') to Smoker_Temp_Queue
2023-10-01 13:31:32,258.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:44:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:32,259.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:44:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:34,260.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:45:10', '130.0') to Smoker_Temp_Queue
2023-10-01 13:31:34,261.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:45:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:34,262.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:45:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:36,263.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:45:15', '130.0') to Smoker_Temp_Queue
2023-10-01 13:31:36,263.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:45:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:36,264.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:45:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:38,265.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:46:10', '137.3') to Smoker_Temp_Queue
2023-10-01 13:31:38,265.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:46:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:38,266.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:46:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:40,267.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:46:15', '137.3') to Smoker_Temp_Queue
2023-10-01 13:31:40,268.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:46:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:40,268.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:46:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:42,269.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:47:10', '139.5') to Smoker_Temp_Queue
2023-10-01 13:31:42,269.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:47:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:42,270.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:47:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:44,271.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:47:15', '139.5') to Smoker_Temp_Queue
2023-10-01 13:31:44,272.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:47:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:44,272.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:47:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:46,273.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:48:10', '141.8') to Smoker_Temp_Queue
2023-10-01 13:31:46,274.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:48:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:46,275.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:48:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:48,276.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:48:15', '141.8') to Smoker_Temp_Queue
2023-10-01 13:31:48,277.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:48:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:48,278.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:48:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:50,279.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:49:10', '143.6') to Smoker_Temp_Queue
2023-10-01 13:31:50,281.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:49:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:50,282.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:49:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:52,283.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:49:15', '143.6') to Smoker_Temp_Queue
2023-10-01 13:31:52,283.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:49:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:31:52,284.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:49:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:31:54,285.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 12:50:10', '145.0') to Smoker_Temp_Queue
2023-10-01 13:31:54,286.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 12:50:10', 'No Temperature') to Temp_Food1_Queue
